framework_id,control_id,title,severity,weight,doc_types,page,intent
unesco,unesco::UNESCO-123a,Контроль предвзятости в медицинских ИИ-системах,high,3,system,125-129,"Medical AI systems must be actively monitored and audited for bias in diagnosis and treatment recommendations, with transparent methods to detect and correct discriminatory outcomes."
unesco,unesco::UNESCO-123b,Участие человека в принятии решений в медицине,high,3,system,125-129,"Patients, caregivers, and clinicians must be actively involved as domain experts in designing and validating medical AI systems to ensure clinical relevance and human-centered decision-making."
unesco,unesco::UNESCO-123c,Защита персональных медицинских данных,high,3,system,125-129,"Personal health data used by AI systems must be protected under strict privacy standards, complying with national and international data protection laws, even during surveillance or monitoring."
unesco,unesco::UNESCO-123d,Информированное согласие на использование персональных данных,high,3,system,125-129,"Individuals must give clear, informed consent before their data is used in medical AI, and refusal must never result in denial of care or services."
unesco,unesco::UNESCO-123e,Человек остается ответственным за медицинские решения,high,3,system,125-129,"Final medical decisions on diagnosis and treatment must always rest with human professionals, even when AI provides recommendations or support."
unesco,unesco::UNESCO-123f,Этический обзор ИИ-систем перед клиническим использованием,high,3,system,125-129,"All clinical AI systems must undergo independent ethics review before deployment to ensure alignment with medical ethics, human rights, and patient safety standards."
unesco,unesco::UNESCO-125,Руководящие принципы для человеко-машинного взаимодействия в здравоохранении,med,2,"policy,plan",125-129,"States must develop ethical guidelines for human-robot interaction in care, education, and companionship, especially for vulnerable groups, to prevent psychological harm and preserve human dignity."
unesco,unesco::UNESCO-127,Прозрачность при взаимодействии с ИИ-системами,high,3,system,125-129,"Users must always be clearly informed when they are interacting with an AI system mimicking humans or animals, and must be able to opt out and request human assistance immediately."
unesco,unesco::UNESCO-128,Повышение осведомленности об антропоморфизации ИИ,med,2,"policy,plan",125-129,Governments must run public awareness campaigns and research on the ethical risks of anthropomorphizing AI—especially for children—to prevent emotional manipulation and false human attribution.
unesco,unesco::UNESCO-129,Исследование долгосрочного воздействия ИИ на детей и молодежь,med,2,"policy,plan",125-129,"States must fund longitudinal research on how prolonged AI interaction affects children’s psychological and cognitive development, using multidisciplinary methods and cultural analysis."
unesco,unesco::UNESCO-131a,Разработка методологии оценки этического воздействия ИИ,high,3,"policy,plan,system",125-129,"States should adopt UNESCO’s standardized methodology to assess the ethical impact of AI systems across their entire lifecycle, using human rights-based criteria and training materials."
unesco,unesco::UNESCO-131,Прозрачный и заслуживающий доверия мониторинг и оценка этических аспектов ИИ,high,3,"policy,plan,system",128-132,"Государства должны проводить прозрачную и надежную оценку политик и программ ИИ, используя как количественные, так и качественные методы, чтобы обеспечить соблюдение этических норм. Это включает подде"
unesco,unesco::UNESCO-132,Широкое участие заинтересованных сторон в мониторинге и оценке,high,3,"policy,plan",128-132,"Мониторинг и оценка ИИ должны включать представителей всех заинтересованных сторон, особенно уязвимых и маргинализированных групп, с учетом гендерного и культурного разнообразия для повышения справедл"
unesco,unesco::UNESCO-3.1,احترام حقوق الإنسان والحريات الأساسية وكرامة الإنسان,high,3,"system,policy,plan",135-138,يجب على جميع الجهات ضمان احترام وحماية وتعزيز كرامة الإنسان وحقوقه الأساسية في جميع مراحل دورة حياة أنظمة الذكاء الاصطناعي، وفقاً للقانون الدولي. لا يجوز استخدام الأنظمة بطريقة تنتهك هذه الحقوق أو تقل
unesco,unesco::UNESCO-3.2,ازدهار البيئة والنُظم الإيكولوجية,med,2,"system,policy,plan",135-138,يجب على مطوري ومستخدمي أنظمة الذكاء الاصطناعي تقليل الأثر البيئي للنظام طوال دورة حياته، وضمان أن تساهم التكنولوجيا في حماية البيئة وليس تدميرها.
unesco,unesco::UNESCO-3.3,الجدارة بالثقة في نُظم الذكاء الاصطناعي,high,3,"system,policy,plan",135-138,يجب ضمان أن أنظمة الذكاء الاصطناعي موثوقة وآمنة طوال دورة حياتها، من خلال المراقبة المستمرة والشفافية والمساءلة، لبناء ثقة الجمهور في استخدامها.
unesco,unesco::UNESCO-3.4,التعاون متعدد الأطراف والحوارات الأخلاقية,med,2,"policy,plan",135-138,يجب تشجيع الحوار الشامل بين مختلف الجهات المعنية – بما في ذلك الحكومات، المجتمع المدني، والقطاع الخاص – لمعالجة التحديات الأخلاقية للذكاء الاصطناعي عبر الثقافات والقطاعات.
unesco,unesco::UNESCO-3.5,النهج القائم على المساواة بين الجنسين وحماية البيئة,high,3,"policy,plan,system",135-138,يجب دمج المساواة بين الجنسين وحماية البيئة كمتطلبات أساسية في جميع سياسات وتصميمات الذكاء الاصطناعي، وليس كاعتبارات ثانوية.
unesco,unesco::UNESCO-16,احترام وحماية حقوق الإنسان طوال دورة حياة الذكاء الاصطناعي,high,3,"system,policy,plan",138-141,جميع الجهات المشاركة في تطوير أو استخدام الذكاء الاصطناعي ملزمة باحترام وحماية حقوق الإنسان وفقًا للقانون الدولي، وعدم استخدام الأنظمة لانتهاك هذه الحقوق.
unesco,unesco::UNESCO-18,الالتزام بالقوانين البيئية الدولية والوطنية,high,3,"system,policy,plan",138-141,يجب على جميع الجهات تطبيق القوانين البيئية المحلية والدولية عند تطوير أو تشغيل أنظمة الذكاء الاصطناعي، مع تبني مبدأ الحيطة والحذر لتجنب الأضرار البيئية.
unesco,unesco::UNESCO-94,تشجيع استخدام الذكاء الاصطناعي لصون التراث الثقافي واللغوي,med,2,"system,policy",149-153,يجب استخدام الذكاء الاصطناعي لحماية اللغات والتراث الثقافي المهدد، مع إشراك المجتمعات الأصلية والثقافية في التصميم والتنفيذ عبر نهج تشاركي.
unesco,unesco::UNESCO-96,تعزيز تعليم المهارات الرقمية للفنانين وأصحاب المهن الإبداعية,med,2,"policy,plan",149-153,يجب تدريب الفنانين والمهنيين الإبداعيين على استخدام الذكاء الاصطناعي بمسؤولية، وتمكينهم من المشاركة في تصميم الأنظمة مع الحفاظ على الحرية الفنية والتراث الثقافي.
unesco,unesco::UNESCO-95,دراسة ومواجهة عواقب الذكاء الاصطناعي على الثقافة ولغات الشعوب الأصلية,high,3,"policy,plan",152-155,تطلب من الدول تقييم تأثير الذكاء الاصطناعي على اللغات والتعبيرات الثقافية، وتطوير استراتيجيات لحماية اللغات المهددة وتعزيز التنوع الثقافي. يجب أن تُستخدم التقنيات لتعزيز التفاهم وليس لإضعاف الهويات ال
unesco,unesco::UNESCO-97,تعزيز الوعي وتقييم أدوات الذكاء الاصطناعي لدى الصناعات الثقافية الصغيرة,med,2,"policy,plan",152-155,تطلب من الدول توعية المؤسسات الثقافية الصغيرة بمخاطر تركيز أدوات الذكاء الاصطناعي على محتوى مركزي، وتمكينها من تقييم هذه الأدوات لضمان التنوع الثقافي في السوق.
unesco,unesco::UNESCO-98,ضمان توصية خوارزمية تعزز المضامين الثقافية المحلية,high,3,"policy,system",152-155,تُلزم الدول بضمان أن خوارزميات التوصية لا تُهمش المحتوى الثقافي المحلي، بل تُعزز ظهوره وسهولة الوصول إليه، بالتعاون مع شركات التكنولوجيا.
unesco,unesco::UNESCO-99,البحث في روابط الذكاء الاصطناعي وحقوق الملكية الفكرية,high,3,"policy,plan",152-155,تطلب من الدول إجراء أبحاث قانونية لتحديد ملكية الأعمال المُنشأة بالذكاء الاصطناعي، وحماية حقوق المبدعين الأصليين الذين تُستخدم أعمالهم لتدريب النماذج.
unesco,unesco::UNESCO-100,استخدام الذكاء الاصطناعي لتعزيز الوصول إلى التراث الثقافي,med,2,"system,policy",152-155,تُلزم الدول بتمكين المؤسسات الثقافية من استخدام الذكاء الاصطناعي لتحسين الوصول إلى التراث، مع ضمان أن يكون هذا الاستخدام شاملاً ويسهل على الجميع الوصول إلى المحتوى.
unesco,unesco::UNESCO-101,توفير تعليم شامل للذكاء الاصطناعي لجميع المستويات,high,3,"policy,plan",152-155,تُلزم الدول بضمان وصول جميع الأفراد، في جميع المستويات والبلدان، إلى تعليم شامل حول الذكاء الاصطناعي، لمنع تفاقم الفجوات الرقمية والاجتماعية.
unesco,unesco::UNESCO-102,تعزيز المهارات الأساسية للذكاء الاصطناعي بما فيها الأخلاقيات,high,3,"policy,plan",152-155,تُلزم الدول بدمج مهارات الذكاء الاصطناعي الأخلاقية والتقنية في التعليم الأساسي، خاصة في المناطق التي تعاني من نقص في المهارات الرقمية أو الأخلاقية.
unesco,unesco::UNESCO-103,تعزيز التوعية العامة بتطورات ومخاطر الذكاء الاصطناعي,med,2,"policy,plan",152-155,تُلزم الدول بتنفيذ برامج توعية شاملة للجمهور حول فوائد ومخاطر الذكاء الاصطناعي، مع التركيز على حقوق الإنسان وحقوق الأطفال، وضمان وصولها لجميع فئات المجتمع.
unesco,unesco::UNESCO-123,ضوابط أخلاقية لتطبيقات الذكاء الاصطناعي في الرعاية الصحية,high,3,"system,policy",155-159,تُلزم الدول بتطبيق ست ضوابط أخلاقية إلزامية لتطبيقات الذكاء الاصطناعي في الرعاية الصحية، تشمل الحد من التحيز، مشاركة المرضى، حماية الخصوصية، الموافقة المستنيرة، القرار البشري النهائي، والمراجعة الأخلا
unesco,unesco::GOVERN-131,رصد وتقييم سياسات وأخلاق الذكاء الاصطناعي بطريقة شفافة وموثوقة,high,3,"policy,plan,system",158-168,تتطلب الدول تقييمًا شفافًا ومنهجيًا لسياسات الذكاء الاصطناعي باستخدام منهجيات قائمة على حقوق الإنسان، مع دعم اليونسكو لبناء القدرات وتطوير أدوات تقييم شاملة عبر دورة حياة الأنظمة.
unesco,unesco::GOVERN-132,ضمان المشاركة الواسعة للجهات المعنية، بما في ذلك المستضعفين,high,3,"policy,plan",158-168,تتطلب عمليات الرصد والتقييم مشاركة شاملة لجميع الفئات، خاصة المهمشين، مع ضمان التنوع الاجتماعي والثقافي والجنسي لضمان الشفافية والمساءلة في صنع القرار.
unesco,unesco::GOVERN-133,تقييم فعالية سياسات الذكاء الاصطناعي وفق معايير متفق عليها وحماية البيانات,high,3,"policy,plan,system",158-168,تتطلب الدول تطوير مؤشرات معيارية لتقييم تأثيرات الذكاء الاصطناعي على الفئات المهمشة، مع تقييم مستمر متناسب مع المخاطر، وضمان معالجة البيانات وفقًا لقوانين حماية الخصوصية الدولية والوطنية.
unesco,unesco::GOVERN-134,إنشاء آليات رصد وتقييم مثل لجان أخلاقية ومستودعات بيانات,med,2,"policy,plan",158-168,تشجع التوصية الدول على إنشاء آليات رسمية مثل لجان أخلاقية ومستودعات بيانات لرصد الامتثال لأخلاقيات الذكاء الاصطناعي، وتعزيز الشفافية والتبادل بين الجهات الفاعلة.
unesco,unesco::GOVERN-135,احترام وتعزيز ونشر القيم والمبادئ الأخلاقية المحددة في التوصية,high,3,"policy,plan,system",158-168,تُلزم الدول والجهات الفاعلة باحترام ونشر وتطبيق جميع القيم والمبادئ الأخلاقية الواردة في التوصية، واتخاذ جميع التدابير الممكنة لتنفيذها على أرض الواقع.
unesco,unesco::GOVERN-136,التعاون مع الجهات الوطنية والدولية لتطبيق التوصية,med,2,"policy,plan",158-168,تُشجع الدول على التعاون مع جميع الجهات الفاعلة – الحكومية وغير الحكومية، والشركات، والمؤسسات العلمية – لتوسيع وتعزيز تطبيق التوصية عبر الشراكات متعددة الأطراف.
unesco,unesco::GOVERN-139,حماية المصالح العامة وتعزيزها من خلال الحكومات والمجتمع المدني,med,2,"policy,plan",158-168,تُحدد التوصية أن حماية المصلحة العامة مسؤولية مشتركة بين الحكومات والمجتمع المدني، مع ضرورة تعزيز شرعية اليونسكو كجهة راعية للأخلاقيات العالمية.
unesco,unesco::GOVERN-140,اعتبار التوصية وثيقة واحدة متكاملة ومترابطة,high,3,"policy,plan,system",158-168,تُلزم التوصية بتطبيق جميع القيم والمبادئ كوحدة متكاملة، ولا يجوز تجزئتها أو تفضيل بعضها على الآخر، لضمان الاتساق في التنفيذ.
unesco,unesco::GOVERN-141,منع تفسير التوصية بطرق تُضعف حقوق الإنسان أو تُبرر انتهاكاتها,high,3,"policy,plan,system",158-168,تحظر التوصية أي تفسير يُضعف أو يُناقض حقوق الإنسان أو يُبرر انتهاكاتها، وتؤكد أن التوصية لا يمكن أن تُستخدم كذريعة لتجاوز الالتزامات الدولية.
unesco,unesco::UNESCO-PRINCIPLE-7,可持续性,med,2,"policy,plan",166-179,AI系统必须持续评估其对联合国可持续发展目标（SDGs）的影响，确保技术应用促进而非阻碍经济、社会与环境的长期可持续发展。
unesco,unesco::UNESCO-PRINCIPLE-11,责任和问责,high,3,"policy,plan",166-179,所有AI相关方必须明确承担伦理与法律责任，建立可审计的问责机制，确保损害发生时能追责到具体主体，不得推诿给技术。
unesco,unesco::UNESCO-PRINCIPLE-12,认识和素养,med,2,"policy,plan",166-179,公众必须获得关于AI的可及教育与素养培训，以理解其影响、权利和风险，确保社会能知情参与AI治理与使用。
unesco,unesco::UNESCO-PRINCIPLE-13,多利益攸关方与适应性治理和协作,med,2,"policy,plan",166-179,AI治理必须包容多元主体参与，采用开放标准，确保边缘群体发声，并建立跨国协作机制，尤其支持发展中国家参与。
unesco,unesco::UNESCO-POLICY-1,伦理影响评估,high,3,"policy,plan",166-179,所有AI系统部署前必须进行综合伦理影响评估，涵盖人权、环境、社会公平与公众参与，评估结果应公开并用于决策。
unesco,unesco::UNESCO-POLICY-2,伦理治理和管理,high,3,"policy,plan",166-179,国家必须建立正式、透明、多方参与的AI治理机制，包含监督、审计、补救和持续监测功能，确保伦理原则落地执行。
unesco,unesco::ETHICS-1.9,制定人工智能安全与透明度的国际可衡量标准,med,2,"policy,plan",177-190,要求各国协同制定可量化、可审计的AI安全与透明度标准，用于客观评估系统合规性，推动全球互认与问责。
unesco,unesco::ETHICS-1.10,确保人工智能行为者遵守国际人权法并尊重文化多样性,med,2,"system,policy",177-190,要求AI开发者与部署者在遵守人权法前提下，尊重文化多样性，避免以普遍性名义忽视地方习俗，确保技术应用具文化敏感性。
unesco,unesco::ETHICS-1.11,披露并打击人工智能系统中的陈规定型观念与偏见,high,3,"system,policy",177-190,要求AI开发者主动识别、披露并纠正训练数据中的偏见与刻板印象，防止系统放大社会不公、虚假信息或压制表达自由。
unesco,unesco::ETHICS-1.12,促进人工智能开发团队和数据集的多样性与包容性,med,2,"system,policy",177-190,要求AI团队与训练数据反映社会多样性，确保边缘群体不被排除在技术收益之外，推动公平获取与代表性。
unesco,unesco::ETHICS-1.13,确保人工智能系统不被赋予法人资格，责任归属自然人或法人,high,3,policy,177-190,明确禁止将AI系统视为法律主体，确保所有责任最终由人类或组织承担，防止技术逃避问责。
unesco,unesco::ETHICS-1.14,确保人工智能系统的透明度和可解释性,high,3,"system,policy",177-190,要求AI系统根据其风险等级提供可理解的解释，确保用户、监管者和受影响者能理解其决策逻辑，提升信任与问责。
unesco,unesco::ETHICS-1.15,确保数据治理战略评估训练数据质量与安全,med,2,"policy,system",177-190,要求建立数据治理框架，持续评估训练数据质量、安全性和来源合法性，推动错误反馈与最佳实践共享，防止数据污染与滥用。
unesco,unesco::ETHICS-1.16,保护个人数据权利并确保有效问责机制,high,3,"policy,system",177-190,要求AI系统保障个人数据权利，包括访问、删除、透明处理和有效问责，尤其保护敏感数据，确保用户真正掌控其信息。
unesco,unesco::ETHICS-1.17,促进开放数据与数据共享机制,med,2,"policy,plan",177-190,鼓励政府开放公共资助的数据与代码，建立安全共享机制（如数据信托），促进公平、合法、合乎伦理的数据再利用以支持公共利益。
unesco,unesco::ETHICS-1.18,评估人工智能系统对环境的影响并减少其碳足迹,med,2,"system,policy",177-190,要求AI开发者与使用者评估并最小化其能源消耗、碳足迹与资源开采影响，推动绿色AI设计，避免环境破坏。
unesco,unesco::ETHICS-1.19,确保人工智能促进性别平等并消除系统性偏见,high,3,"system,policy",177-190,要求AI系统设计与部署中嵌入性别平等视角，消除性别偏见，确保女性在技术开发、使用与收益中平等参与。
unesco,unesco::ETHICS-1.20,将人工智能纳入文化遗产保护与语言多样性维护,med,2,"policy,system",177-190,鼓励使用AI保护濒危语言与文化遗产，确保技术应用尊重文化主体性，避免文化同质化，推动社区参与式保护。
unesco,unesco::ETHICS-1.21,提供人工智能素养教育并弥合数字鸿沟,med,2,"policy,plan",177-190,要求各国普及AI素养教育，覆盖所有人群，提升公众理解AI能力，防止技术排斥，尤其关注弱势群体与低收入国家。
unesco,unesco::ETHICS-1.22,确保人工智能研究的跨学科性与伦理培训,med,2,"policy,plan",177-190,要求AI研究必须融合人文社科视角，研究人员需接受伦理培训，防止技术发展脱离社会价值与伦理约束。
unesco,unesco::ETHICS-1.23,确保媒体自由与AI内容审核的透明性,high,3,"policy,system",177-190,要求AI内容审核系统透明、可申诉，保障表达自由，防止算法压制观点，确保用户知悉内容被处理的原因并可申诉。
unesco,unesco::ETHICS-1.24,评估人工智能对劳动力市场的影响并支持公平转型,med,2,"policy,plan",177-190,要求各国评估AI对就业影响，推动技能重塑与再培训，保障劳动者公平转型，尤其关注低收入国家与脆弱群体。
unesco,unesco::ETHICS-1.25,利用人工智能改善健康服务并保护患者关系,high,3,"system,policy",177-190,要求AI在医疗中优先保障生命权与患者尊严，确保技术不削弱医患关系，符合人权法并促进全球健康公平。
unesco,unesco::GOVERN-10.1,促进媒体以合乎伦理的方式报道和使用人工智能系统,med,2,"policy,plan",188-196,政府应保障媒体独立报道AI影响的能力，并推动媒体在自身运营中遵守AI伦理规范，防止误导或滥用。
unesco,unesco::GOVERN-10.2,评估AI对劳动力市场和教育的影响并更新课程,high,3,"policy,plan",188-196,政府必须系统评估AI对就业和技能需求的影响，并改革教育体系，教授批判性思维、沟通等跨学科能力，确保劳动者适应AI驱动的经济转型。
unesco,unesco::GOVERN-10.3,推动多方合作以弥合技能差距,med,2,"policy,plan",188-196,政府应促成公私部门、教育机构和工会合作，设计符合产业实际需求的AI技能培训项目，确保培训与就业市场动态匹配。
unesco,unesco::GOVERN-10.4,确保受AI影响员工的公平转型,high,3,"policy,plan",188-196,政府必须为受AI自动化威胁的劳动者提供系统性支持，包括再培训、社会保障和经济补偿，确保转型过程公平、有尊严。
unesco,unesco::GOVERN-10.5,研究AI对劳动环境的影响并提出建议,med,2,"policy,plan",188-196,政府应资助跨学科研究，系统分析AI对就业结构、社会关系和区域不平等的影响，为政策制定提供实证依据。
unesco,unesco::GOVERN-10.6,防止AI市场支配地位滥用并保护竞争,high,3,"policy,plan",188-196,政府必须监管AI领域的数据、技术或市场垄断行为，防止少数企业控制关键资源，确保公平竞争并特别保护发展中国家免受剥削。
unesco,unesco::GOVERN-13.3,制定评估AI伦理政策效力的工具和指标,high,3,"policy,plan",188-196,政府必须开发可量化的伦理评估指标，聚焦弱势群体福祉，用于衡量AI政策是否真正减少不平等、促进公平。
unesco,unesco::GOVERN-13.4,建立AI伦理监测与评估机制,med,2,"policy,plan",188-196,政府应设立实体机制如伦理委员会、监管沙箱和伦理数据库，持续跟踪AI系统合规性，促进最佳实践共享与问责。
unesco,unesco::GOVERN-13.5,数据收集与处理遵守国际法和伦理原则,high,3,"system,policy",188-196,任何用于AI伦理评估的数据采集必须合法、透明、尊重隐私，不得违背人权原则或数据保护法规。
unesco,unesco::GOVERN-13.6,整体理解建议书，价值观相互关联,high,3,"policy,plan",188-196,AI伦理政策不得孤立执行，所有原则（如公平、透明、人权）必须协同应用，避免选择性遵守或碎片化实施。
unesco,unesco::GOVERN-13.7,不得损害国际法义务或人权,high,3,"policy,system",188-196,AI伦理框架不得被用作削弱现有国际人权义务的借口，任何AI活动都不得违反人权、尊严或生态责任。
oecd_principles,oecd_principles::PRINCIPLE-1,Fairness,high,3,"system,policy,plan",1-10,"AI systems must be developed and deployed to prevent discriminatory outcomes and ensure fair treatment for all individuals, especially marginalized groups. Developers must actively identify and mitiga"
oecd_principles,oecd_principles::PRINCIPLE-2,Privacy & Security,high,3,"system,policy,plan",1-10,"AI systems must safeguard personal and sensitive data by design, limiting collection, enforcing strict access controls, and using encryption to prevent misuse or exposure. Compliance with data protect"
oecd_principles,oecd_principles::PRINCIPLE-3,Humanity,high,3,"system,policy,plan",1-10,"AI must augment, not replace, human decision-making—especially in high-stakes contexts. Systems must preserve human oversight and prevent manipulation or erosion of autonomy."
oecd_principles,oecd_principles::PRINCIPLE-4,Social & Environmental Benefits,med,2,"system,policy,plan",1-10,"AI systems must deliver measurable societal and environmental benefits, avoiding harm to communities or ecosystems, and prioritizing use cases that advance public good and sustainability."
oecd_principles,oecd_principles::PRINCIPLE-5,Reliability & Safety,high,3,"system,policy,plan",1-10,"AI systems must be rigorously tested and continuously monitored to ensure consistent, safe performance under real-world conditions, minimizing risks of failure or unintended harm."
oecd_principles,oecd_principles::PRINCIPLE-6,Transparency & Explainability,high,3,"system,policy,plan",1-10,"Users and affected individuals must be able to understand how AI systems reach decisions, especially when those decisions affect their rights, opportunities, or well-being."
oecd_principles,oecd_principles::PRINCIPLE-7,Accountability & Responsibility,high,3,"system,policy,plan",1-10,"Clear accountability must be assigned at every stage of the AI lifecycle, with defined roles, governance oversight, and accessible redress mechanisms for individuals harmed by AI systems."
oecd_principles,oecd_principles::RISK-CLASS-1,Little or no risk AI systems,low,1,"policy,plan",1-10,"Even low-risk AI systems should follow ethical principles as a best practice, though they are not subject to formal compliance requirements."
oecd_principles,oecd_principles::RISK-CLASS-2,Limited risk AI systems,med,2,"system,policy,plan",1-10,"Systems with limited risk must fully apply all seven AI ethics principles, though they do not require formal pre-deployment conformity assessments."
oecd_principles,oecd_principles::RISK-CLASS-3,High risk AI systems,high,3,"system,policy,plan",1-10,"High-risk AI systems require formal conformity assessments before and after deployment, alongside compliance with legal and regulatory requirements beyond ethics principles."
oecd_principles,oecd_principles::RISK-CLASS-4,Unacceptable risk AI systems,high,3,"system,policy,plan",1-10,"AI systems that threaten fundamental rights—such as social scoring, child exploitation, or behavioral manipulation—are strictly prohibited and must not be developed or deployed."
oecd_principles,oecd_principles::LIFECYCLE-PLAN,Plan and Design Phase Requirements,med,2,plan,9-17,"Ensure AI projects begin with clearly defined problems, data-driven justification, feasible technical approaches, and measurable success metrics aligned with ethical goals."
oecd_principles,oecd_principles::LIFECYCLE-DATA,Prepare Input Data Requirements,med,2,"system,plan",9-17,"Ensure data used in AI systems is responsibly acquired, cleansed of bias, representative, and managed to avoid reinforcing discrimination or inaccuracies."
oecd_principles,oecd_principles::LIFECYCLE-BUILD,Build and Validate Phase Requirements,med,2,"system,plan",9-17,"Ensure model development includes fairness testing, performance validation, and risk evaluation—selecting models based on both accuracy and ethical metrics."
oecd_principles,oecd_principles::LIFECYCLE-MONITOR,Deploy and Monitor Phase Requirements,med,2,"system,policy",9-17,"Continuously monitor deployed AI systems for performance drift and fairness violations, with protocols to trigger retraining or retirement based on observed impacts."
oecd_principles,oecd_principles::PRINCIPLE-1-1,Respect for privacy and protection of personal data,high,3,"system,policy,plan",16-22,"AI systems must be designed to protect individual privacy, avoid misuse of personal data, and refrain from using personally identifiable traits in decision-making. Data use must be minimal and necessa"
oecd_principles,oecd_principles::PRINCIPLE-1-2,Approval for profiling and ethical compliance,high,3,"system,policy,plan",16-22,Profiling via AI requires formal ethical approval from designated officers or adherence to a sector-specific code of ethics approved by a regulatory authority.
oecd_principles,oecd_principles::PRINCIPLE-1-3,Security blueprint aligned to best practices,high,3,"system,policy,plan",16-22,"AI systems must follow established cybersecurity best practices to defend against attacks and data breaches, covering both data and algorithmic components."
oecd_principles,oecd_principles::PRINCIPLE-1-4,Data classification and protection levels,high,2,"system,policy,plan",16-22,Data must be classified by sensitivity and handled with corresponding protections; classification must avoid inferring personal details indirectly.
oecd_principles,oecd_principles::PRINCIPLE-1-5,De-identification mechanisms for sensitive data,high,3,"system,policy,plan",16-22,"Sensitive data must be de-identified using robust techniques, and access to data must be strictly controlled by role-based authorization."
oecd_principles,oecd_principles::PRINCIPLE-3-1,Human-centric design and ethical alignment,high,3,"system,policy,plan",16-22,"AI must respect human rights and cultural values, avoid manipulative design, and empower human autonomy rather than undermine it."
oecd_principles,oecd_principles::PRINCIPLE-4-1,Social and environmental benefit orientation,med,2,"system,policy,plan",16-22,"AI must actively promote social and environmental well-being and avoid contributing to harm, inequality, or ecological degradation."
oecd_principles,oecd_principles::PRINCIPLE-4-2,Continuous monitoring of societal and environmental impact,med,2,"system,policy,plan",16-22,AI systems require ongoing evaluation of their societal and environmental effects post-deployment to ensure alignment with intended benefits and mitigate unintended harms.
oecd_principles,oecd_principles::GOVERN-1.1,Data pertaining to social and environmental topics must be accessible to public infrastructure and articulate social benefit,med,2,"system,policy,plan",21-26,AI developers must ensure social and environmental data used in systems is publicly accessible and explicitly demonstrates tangible societal benefit.
oecd_principles,oecd_principles::GOVERN-1.2,AI models must aim for socially recognized ends with demonstrable transformative impact,high,3,"system,plan",21-26,"AI systems must be designed to achieve clearly defined social or environmental goals, with evidence showing how they create meaningful, measurable impact."
oecd_principles,oecd_principles::GOVERN-1.3,AI systems must maintain sustainable resource usage and ecological responsibility,med,2,"system,policy",21-26,Developers must monitor and limit the energy and resource consumption of AI systems to ensure ecological sustainability alongside functional goals.
oecd_principles,oecd_principles::GOVERN-1.4,"Continuous assessment of AI’s human, social, cultural, economic and environmental impact post-deployment",high,3,"system,policy",21-26,AI owners must continuously monitor real-world impacts across multiple dimensions and align them with original design goals to ensure ongoing societal alignment.
oecd_principles,oecd_principles::GOVERN-1.5,"AI systems must be designed to withstand uncertainty, instability, and volatility",high,3,"system,plan",21-26,AI systems must be engineered for resilience under unpredictable conditions to avoid harm from unexpected inputs or environmental changes.
oecd_principles,oecd_principles::GOVERN-1.6,Establish standards and protocols for assessing AI system reliability and safety,high,3,"system,policy",21-26,Organizations must define and enforce formal standards to evaluate and certify AI reliability and safety before and after deployment.
oecd_principles,oecd_principles::GOVERN-1.7,"AI systems must be technically sound, robust, and protected against malicious exploitation",high,3,system,21-26,"AI systems must be hardened against adversarial attacks and misuse, ensuring data and outputs cannot be weaponized to cause harm."
oecd_principles,oecd_principles::GOVERN-1.8,"Measure data quality, accuracy, suitability, and credibility before use",high,3,"system,plan",21-26,"Data used in AI systems must be rigorously evaluated for quality and relevance to prevent biased, inaccurate, or misleading outcomes."
oecd_principles,oecd_principles::GOVERN-1.9,Stress test AI systems under outlier and extreme scenarios,high,3,"system,plan",21-26,"AI systems must be tested under extreme, rare, or adversarial conditions to ensure they do not fail dangerously or produce harmful outputs."
oecd_principles,oecd_principles::GOVERN-1.10,Require human oversight for irreversible or life-and-death AI decisions,high,3,"system,policy",21-26,"AI systems making high-stakes, irreversible decisions must include mandatory human review and final approval to prevent autonomous harm."
oecd_principles,oecd_principles::GOVERN-1.11,Prohibit AI use for social scoring or mass surveillance,high,3,"system,policy",21-26,"AI systems must never be deployed for social scoring or mass surveillance, as these violate fundamental rights and ethical boundaries."
oecd_principles,oecd_principles::GOVERN-1.12,Ensure documentation standards to track system evolution and fix vulnerabilities,med,2,"system,policy",21-26,"All AI system changes, decisions, and tests must be thoroughly documented to enable traceability, risk forecasting, and vulnerability remediation."
oecd_principles,oecd_principles::GOVERN-1.13,Critical design decisions require stakeholder sign-off,med,2,"system,plan",21-26,Key design choices in AI systems must be formally approved by cross-functional stakeholders to ensure accountability and risk awareness.
oecd_principles,oecd_principles::GOVERN-1.14,Continuously monitor AI system robustness and safety post-deployment,high,3,"system,policy",21-26,AI systems must be continuously monitored for both internal technical stability and external societal risks after deployment.
oecd_principles,oecd_principles::GOVERN-1.15,AI systems must be transparent and explainable to affected parties,high,3,"system,policy",21-26,"AI systems must provide clear, accessible explanations of their decisions to individuals affected by them, enabling understanding and redress."
oecd_principles,oecd_principles::GOVERN-1.16,"Ensure transparency of data, algorithms, processes, and purpose to affected stakeholders",high,3,"system,policy",21-26,"All components of an AI system — data, logic, purpose — must be disclosed in accessible terms to anyone impacted by its use."
oecd_principles,oecd_principles::GOVERN-1.17,Ensure traceability of data and decision processes for transparency,high,3,"system,policy",21-26,All data inputs and decision pathways in AI systems must be fully documented to enable auditing and accountability.
